region,transportation_type,variable,value,pred_group_1,pred_group_2,pred_group_3,pred_group_4,pred_group_5,pred_group_6,pred_group_7,pred_group_8,pred_group_9,pred_group_10,pred_group_11,pred_group_12,pred_group_13,pred_group_14,pred_group_15,pred_group_16,pred_group_17,pred_group_18,pred_group_19,pred_group_20,pred_group_21,pred_group_22,pred_group_24,pred_group_25,pred_group_26,pred_group_27,pred_group_28,pred_group_29
Indonesia,driving,2021-08-27,114.26,101.3938332,90.6967511664717,134.541809297632,106.269910342252,83.0417507165446,86.9,102.258182306174,108.862609046368,110.49720588698,86.64667418,183.773553807942,109.537693549005,168.903249703909,104.4642101,79.31401776,135.043836212986,122.478777826856,99.8488717698159,107.661081563492,117.477932963703,85.8188210557622,111.7332982113,111.48233439441,110.48169721332,94.58780878,70.4133850167315,46.96326,105.101795518997
Indonesia,driving,2021-08-28,136.38,116.6887023,90.1069264916519,137.903043027894,107.731704484173,83.319403400762,103,101.712220785948,124.050796172921,113.78114009762,97.56689609,198.294594525625,119.784244815427,167.420329254829,109.6192666,86.0181021,140.679260176684,125.296131633861,98.3084170744758,102.836408761905,97.3736831497188,96.8174902528906,130.26837896282,111.48233439441,112.097133140273,94.25374225,72.7940670706318,49.02904,110.813452591376
Indonesia,driving,2021-08-29,105.9,109.8364506,89.4913090408875,121.865834789172,91.1423846763888,96.2930862018969,119,102.325354413999,103.958617252573,97.1640115537392,101.3800176,172.956790259666,102.992397855875,133.082732936686,114.7743232,90.64934721,125.458228884347,108.392008791831,92.2063758221098,100.242622511905,89.0041070902575,76.6168193789512,109.425523088292,89.4878142873195,96.7653778233814,93.05933117,76.5607775447651,51.09482,91.8249870938462
Indonesia,driving,2021-08-30,95.38,109.4316678,98.1917426182192,123.975198862815,93.9212595601449,108.644313448314,97.1,102.298438609136,93.520036606735,98.8604948316699,88.59217904,164.103172184439,96.0669900778328,111.838279551236,83.84398411,81.46438443,127.254502719819,111.209362598836,118.215875425955,95.8732916880492,92.3374443418252,70.1421637364619,95.5932000907962,89.4878142873195,97.0360785955069,93.41254292,71.0263940814352,53.1606,93.4790206874045
Indonesia,driving,2021-08-31,94.59,109.552691,90.3469151335233,124.996005368601,95.6210277357852,90.2172067057153,88.4,101.980628513983,99.579548866407,100.35309835015,87.25348028,165.989264217687,98.8356968680394,104.277028548081,88.99904061,78.47345697,128.826340156074,114.026716405841,126.681106467499,93.8647377094395,96.5165023166499,71.1676533543417,105.08870335237,89.4878142873195,100.288080910635,92.99498393,68.4940994913186,55.22638,109.184623175415
Indonesia,driving,2021-09-01,98.47,108.9365667,102.11887437073,119.993497415782,96.6605326617096,83.9460462469575,96,100.626039862909,93.088362859179,101.710577113941,86.87102482,168.640895005937,98.5638715135068,96.0797670645972,94.15409712,78.64483344,126.185365702688,127.343790745848,92.5319283364535,92.1398296120269,91.2262910484129,72.7912490397327,102.139064887031,89.4878142873195,103.71140184486,93.04618443,68.9402220815072,50.88579,112.894989678175
Indonesia,walking,2021-08-18,71.4,74.86496422,71.4028577394838,120.740651832575,91.6381981043424,59.3516885666332,75.5,102.868206133654,68.6904106040636,91.1360377665118,74.82950573,128.035625768975,64.2762045259673,77.7456569206234,93.45509044,68.20419246,103.249973760801,110.370403546179,66.0092130406092,74.7071291897635,65.0873869113435,52.2859763625349,75.5079194311508,67.1619412540652,76.819366898854,76.79494381,77.8995787778007,65.75475,87.0120160350778
Indonesia,walking,2021-08-19,68.68,68.60603277,77.742309728076,123.519371817098,94.0405699761862,60.7223155928247,75.5,103.490716242259,68.5419001772716,93.6882677787816,74.82950573,128.634840198274,65.9348943589959,79.9818287400958,93.01515026,68.00246727,106.993971557182,113.187757353184,69.209546955379,73.6234169776422,72.1622477490092,53.4844187953976,72.5850212647223,67.1619412540652,76.85475087498,74.83882383,79.5643747192839,52.31087,91.4530429439949
Indonesia,walking,2021-08-20,79.66,78.30748537,72.0130212380084,130.085935857346,102.784560640335,61.9978615540738,66.9,103.403317746018,74.1795910143146,101.568099599804,74.43482464,139.825391503221,80.447656788512,91.4688495633468,96.85116913,67.81341732,111.594076298445,116.005111160189,75.0978337343636,77.6013926309524,78.3369340848187,63.6334508823202,77.7369032018748,80.4085685879755,84.0070581822055,75.75434659,80.3419401218887,54.53885,100.893647860274
Indonesia,walking,2021-08-21,91.7,88.46525712,80.9482286343987,133.447169587608,103.965721807019,63.0399756374557,77.7,104.717290521922,81.6122380344783,104.852033810444,84.17203909,150.461722293627,91.0918267375152,99.4075452181488,100.687188,68.08580027,117.174137039486,118.822464967194,52.7767388786241,74.2986130373017,67.3150927369596,74.1843723555358,86.7685298321479,80.4085685879755,87.6159401127132,75.85020508,82.9141360264606,56.76683,106.192054157876
Indonesia,walking,2021-08-22,76.76,75.85693527,72.730780300862,117.409961348887,87.1051853325966,75.692352462487,89.3,103.58395628349,72.8410487835006,88.2349052665631,88.08242753,134.480880498706,74.2337528917241,85.7962706385246,104.5232069,68.14944619,101.712735103919,101.918342125164,55.3010079535056,75.1621763071429,67.6249291868904,54.2704315953188,77.9365564462957,67.1619412540652,73.7559226143483,76.75596059,87.7521303531015,59.1468,87.192364696488
Indonesia,walking,2021-08-23,72.29,69.86114576,73.3416127627139,119.519325422529,89.5659864688848,85.7042517708733,77.9,103.709860145968,71.4489026722894,89.9313885444938,76.78361912,130.128758824002,67.0765928271753,87.2930973377169,81.50709364,68.21174367,103.704668344848,104.735695932169,78.4837621600819,75.7573969554722,69.9585701324611,47.9784542255075,74.97411899951,67.1619412540652,73.9963220786259,76.78027079,80.619789270871,61.37478,88.7816052794055
Indonesia,walking,2021-08-24,70.73,75.05164493,73.0084083561759,120.540131928315,90.8209402709323,63.2371005741226,69.8,103.628723953214,72.4327664537997,91.423992062974,74.45599705,131.110762322467,69.566453715521,96.5587550171562,85.34311251,68.2033834,103.605055063716,107.553049739174,80.1909414507914,76.4442418862081,70.5873309020866,49.5473758633306,78.0979431977695,67.1619412540652,76.0958584013987,76.24936424,77.5357776310593,63.60276,89.7037383053007
Indonesia,walking,2021-08-25,71.94,74.86496422,73.6509525461371,120.740651832575,91.3222682486185,55.9440164318184,75.3,103.669252023389,71.4237190136493,96.0723369472723,74.64901534,132.735965228153,70.2138303316191,105.741763507897,89.17913138,68.20419246,104.894695505092,110.370403546179,67.5369114156923,76.2429700894828,69.2014674414503,51.2768026843478,78.8444029251064,67.1619412540652,79.5557673118677,76.81615283,78.4629115085386,65.83074,91.4259889558706
Indonesia,walking,2021-08-26,73.54,68.60603277,80.4762707120977,123.519371817098,93.8639808821165,56.7178367593564,75.5,103.648273076021,70.0529281823709,98.6245669595422,74.82950573,133.060901264964,71.6194961906728,126.556430326721,93.01515026,68.00246727,108.026216805433,113.187757353184,66.8204090512448,74.6375894414642,77.6928981319733,53.0908539316601,74.3155866752343,67.1619412540652,82.7391530717647,76.84384744,79.341802459596,52.38686,95.7057488945811
Indonesia,walking,2021-08-27,86.08,78.30748537,74.1133168324142,130.085935857346,102.860926154017,56.6106322377745,66.9,103.609877219444,79.4371150384382,106.504398780565,74.43482464,143.993179114353,85.6383642807154,139.469704624767,96.85116913,67.81341732,112.173511303239,116.005111160189,77.1250871731304,77.3954899642857,87.3035198555643,63.901161179274,81.0921105887751,80.4085685879755,90.1352077289816,77.12197748,79.9842433996186,54.61484,105.101795518997
Indonesia,walking,2021-08-28,100.85,88.46525712,84.0485753836856,133.447169587608,104.322720295939,56.9555446940857,77.7,104.836401497954,89.3048245665053,109.788332991204,84.17203909,154.3863074518,95.884915547137,138.439815794422,100.687188,68.08580027,117.808935266937,118.822464967194,85.3554893388863,74.1121876087302,76.8493111083181,74.8998303764024,93.949916287792,80.4085685879755,89.9088213049208,77.10253069,82.4951005046369,56.84282,110.813452591376
Indonesia,walking,2021-08-29,80.34,75.85693527,75.1655813457611,117.409961348887,87.7334004881542,70.8143839811923,89.3,103.736058991581,78.7211794451457,93.1712044473237,88.08242753,138.176454769961,79.0930685875853,116.39297273172,104.5232069,68.14944619,102.587903974601,101.918342125164,77.5323057488554,74.9584685928572,72.3920383725696,54.699159502463,84.5050546133941,67.1619412540652,74.1938288158994,76.44424342,86.4177737091754,59.0708,91.8249870938462
Indonesia,walking,2021-08-30,77.22,69.86114576,75.4116875283922,119.519325422529,90.5122753719104,83.2257375683885,77.9,103.853726096844,70.1587309088711,94.8676877252544,76.78361912,133.608685655484,72.1676608095429,102.665009715383,81.50709364,68.21174367,104.384177810072,104.735695932169,65.7551184558398,73.6681156443089,72.8570127037329,48.2245038599736,71.0169694166433,67.1619412540652,74.9820316772287,76.65998062,80.5300965729101,61.29879,93.4790206874045
Indonesia,walking,2021-08-31,74.25,75.05164493,75.1758971747729,120.540131928315,92.2120435475506,64.7761999024719,69.8,103.438885146776,75.1477146802069,96.3602912437345,74.45599705,134.387625365556,74.9363675997495,95.9436707536436,85.34311251,68.2033834,105.956015246327,107.553049739174,60.6510598035306,73.4167163109756,76.0727716088956,49.2499934778535,78.9853135224018,67.1619412540652,78.5182547343955,76.30636684,77.9212895970306,63.52677,109.184623175415
Indonesia,walking,2021-09-01,77.49,74.86496422,75.3202701439676,115.537623975497,93.2515484734751,58.4421430491476,75.3,102.321288521988,72.6762867183196,97.7177700075259,74.64901534,135.821613841802,74.6645422452169,89.3270754387344,89.17913138,68.20419246,103.315040792941,120.870124079181,77.5546701997471,73.660453621975,71.5071609253563,50.8735891632445,80.1477094244435,67.1619412540652,82.5250174562308,76.75190081,78.479479806735,58.99481,112.894989678175
Israel,driving,2021-08-18,134.74,144.8353153,145.027955931676,172.230186010177,150.034643851473,149.24894466737,144,105.91863095932,150.853657018218,128.882095363769,142.0562974,169.680347021882,129.038604918171,145.469672450019,103.1256933,137.2028414,161.438644363249,165.218115896527,164.407783151674,111.034339290981,161.609777996284,146.264923406579,144.47847010586,136.363698801872,145.387258361565,137.7649075,146.548169369607,112.6816,154.566249690757
Israel,driving,2021-08-19,150.09,156.360971,149.757905531214,175.0089059947,152.506555836337,149.98804405506,144,106.165652596747,158.006865466786,131.106822028626,142.0562974,178.054222032024,142.8382072681,150.590950842153,101.2635709,136.9539375,164.639810780498,168.035469703532,196.878400427377,121.147647360318,129.164104338215,159.404036425589,152.807756578651,136.363698801872,155.824921341641,141.1048669,146.587062238757,122.5803,158.938760512788
Israel,driving,2021-08-20,110.02,116.2359777,145.01858840623,181.575470034948,146.403163652277,153.539284042125,158,106.013004723387,127.230039476382,138.659150502237,145.9669869,146.378538786389,108.147539090025,123.663758413423,99.47398591,141.1649022,169.398641912049,170.852823510537,150.989182075317,108.42883691847,124.134682417563,131.300023515477,131.771479275382,122.449334374304,135.186002791355,139.0630216,147.596406722754,120.8885,167.031987384638
Israel,driving,2021-08-21,117.84,119.1373183,136.571803587687,184.93670376521,162.455243246112,166.602271593315,113,109.376813977267,132.155056536822,141.615581365464,126.7364147,148.194057548112,106.405033659127,126.901361007086,97.6844009,130.9476002,174.448629669748,173.670177317542,136.97388239855,110.37793824531,144.644242751925,136.556544733951,136.54263835226,122.449334374304,129.038859336305,135.6970874,148.885629178812,119.1967,170.931804095039
Israel,driving,2021-08-22,140.26,140.9595633,145.49447132509,172.471196160757,160.403755747312,133.310400234782,119,106.2178561521,152.900454831816,124.67094947417,126.5700301,152.329983883152,119.873264337907,144.848575521155,95.8948159,132.9673944,159.104531593896,156.766054475512,155.33054716935,110.052975251172,146.066534205556,148.760073464565,153.435180021317,136.363698801872,130.53461210379,135.2781894,147.192414997038,118.0087,152.24612792022
Israel,driving,2021-08-23,137.35,141.757872,134.476429651652,174.580560234399,147.852038143804,136.135480678121,142,106.457249635809,148.025877708561,126.039929404689,141.4823553,144.678726899951,122.534394277484,146.106526284864,106.6323259,137.3782983,160.293282677206,159.583408282517,188.266337861795,110.374978030393,144.105349555467,147.358338549746,155.676271266376,136.363698801872,132.545417052364,137.0594302,146.387867186392,116.3169,150.98351890344
Israel,driving,2021-08-24,137.27,142.6721936,143.354028529614,175.601366740185,148.972725182577,150.256084750821,142,106.397806956556,150.668821729255,127.205029575756,141.4202783,135.884252041774,121.641052522847,148.503834346532,104.8427409,137.1865199,161.188399626178,162.400762089522,202.816158724211,110.428033157844,144.368746286107,146.69735105834,144.107491422883,136.363698801872,134.77959869114,137.3921693,146.805647973035,114.6252,152.460124363314
Israel,driving,2021-08-25,136.12,144.8353153,142.004385772492,175.801886644445,149.338135497732,153.637320997981,142,106.420342921468,148.851271730541,126.940824248868,141.7040891,128.375116220487,125.337977438256,161.668046847238,103.0531559,137.2028414,162.214762467113,165.218115896527,176.601312954702,110.374076584505,155.289312393436,146.577822955943,144.206609343311,136.363698801872,143.11335082077,137.4897613,146.895132511881,112.9334,153.575039288483
Israel,driving,2021-08-26,149.78,156.360971,145.767300355804,178.580606628968,151.602041115636,155.257191930703,144,106.358968986631,156.71242740859,129.165550913725,142.0562974,130.853077568032,140.388714048923,196.745439030492,101.2635709,136.9539375,165.223993351713,168.035469703532,194.26028845073,121.225824360318,124.613769133634,160.025728015253,153.489362301171,136.363698801872,153.545444908774,138.0370701,146.635747033873,122.8321,155.457855201404
Israel,driving,2021-08-27,103.96,116.2359777,141.910767008895,185.147170669216,145.26270280704,159.167805381541,158,106.162737482444,126.286573358806,136.717879387336,145.9669869,92.3589491141275,107.050275875308,171.777755527645,99.47398591,141.1649022,170.167020090354,170.852823510537,155.660516867483,108.499866085137,118.309253282027,131.929201419605,134.543101349502,122.449334374304,143.941505436449,137.7753692,148.288900724076,121.1403,166.116920252509
Israel,driving,2021-08-28,113.7,119.1373183,135.212720092815,188.508404399478,161.027117950366,172.345089782499,113,108.692626312883,129.474578443832,139.674310250563,126.7364147,86.2891429340821,106.785155352276,156.870766598158,97.6844009,130.9476002,175.168052293101,173.670177317542,141.759430755577,109.915302054834,135.718585235245,136.85576700768,134.534781038508,122.449334374304,137.865374112842,137.9148763,149.23691654388,119.4486,169.336561707172
Israel,driving,2021-08-29,133.02,119.6079115,143.701322709862,172.471196160757,158.677099149266,139.341340522225,119,105.87821559574,149.347925333791,122.729678359269,126.5700301,81.3059302956435,121.22081785086,154.849285049983,95.8948159,132.9673944,151.499893010523,156.766054475512,173.099193359398,110.029154251172,141.076166585586,149.096461465736,151.483941711102,136.363698801872,134.251479911805,138.2864153,147.618512844786,117.7568,150.63310389727
Israel,driving,2021-08-30,134.62,119.5083841,134.828573845403,174.580560234399,145.919081648463,141.465130862441,142,105.958300199491,141.779237326594,124.098658289788,141.4823553,63.1086658578683,123.460227844538,136.308863258814,106.6323259,137.3782983,152.63808112199,159.583408282517,170.247445527297,110.037498584505,141.450153958069,147.783575059307,149.586315701947,136.363698801872,133.783212953047,138.2717481,147.333462310358,116.0651,148.706971440611
Israel,driving,2021-08-31,128.32,119.2273271,144.871756621805,175.601366740185,146.779478993961,157.887711176369,142,105.787830455215,141.841978049171,125.263758460855,141.4202783,42.1180534525628,122.220330641646,116.849725175702,104.8427409,137.1865199,153.618797949087,162.400762089522,166.172278600208,110.072938584505,142.293593418084,147.112633659063,135.70470151135,136.363698801872,135.127126726395,137.5083853,147.151830194611,114.3733,151.592717799212
Israel,driving,2021-09-01,122.12,119.8412842,143.354066436111,170.598858787367,146.877979750818,160.479258679227,142,102.792404397663,143.049923376127,126.293733877234,141.7040891,20.5044547139889,125.641843854257,99.6041367367706,103.0531559,137.2028414,122.899749780418,175.717836429529,175.898270811959,106.329321382145,155.429322707423,146.296402697068,139.286833990021,136.363698801872,142.641416639513,137.66678,147.071580996379,117.505,131.71692525316
Israel,walking,2021-08-18,179.65,181.8544626,173.055572878778,167.774312569891,146.625659663238,163.893182312663,186,108.904532451332,180.998339651706,124.889288257353,164.6890342,281.835655037085,154.771600309876,178.235432671958,103.1256933,175.0302868,167.89830140296,158.744449229858,238.08230011311,134.891762715174,197.211326052575,151.827464320523,175.081899592724,153.561015008063,181.32728523413,162.0620907,163.843078060779,130.6404,154.566249690757
Israel,walking,2021-08-19,206.94,198.0970626,158.438806846062,170.553032554415,149.097571648102,164.749300093888,186,109.338800964024,188.567971168449,127.114014922211,164.6890342,296.813955982351,168.571202659806,185.365645526579,101.2635709,175.6956024,171.09946782021,161.561803036863,284.374485137113,136.233434410565,162.221211294295,164.966577339533,184.937337525667,153.561015008063,196.074847332288,168.6358774,163.955374065371,146.5287,158.938760512788
Israel,walking,2021-08-20,144.49,138.8614809,173.350426096178,177.119596594662,142.994179464042,168.187014930702,204,109.058083792419,154.647071238858,134.666343395821,168.9743993,262.838074657979,133.88053448173,152.245298462698,99.47398591,175.6947934,175.85829895176,164.379156843868,220.928582374258,127.157222154401,145.403236946738,136.862564429422,157.321152087582,135.67550629811,169.189186670818,165.1283052,164.600570285769,144.0406,167.031987384638
Israel,walking,2021-08-21,141.39,139.1978967,170.277661593602,180.480830324924,159.046259057877,181.359799263412,141,110.531817408245,154.245633062933,137.622774259048,144.9663006,255.693392966612,132.138029050832,147.644812371845,97.6844009,175.4504578,180.908286709459,167.196510650873,204.075369421806,123.597919619048,172.67735056064,142.119085647895,159.249629436092,135.67550629811,155.273913053264,161.4805385,165.390406329203,141.5526,170.931804095039
Israel,walking,2021-08-22,178.9,178.0942726,177.243882858257,168.015322720471,156.994771559078,147.999702717096,137,109.373396936862,183.138338996864,120.678142367755,141.2684132,271.749441458396,145.606259729612,172.173960502008,95.8948159,175.4245679,165.564188633607,150.292387808843,251.039798435661,129.866322661162,182.912485928688,154.322614378509,185.103962921607,153.561015008063,155.944552605444,161.0223579,164.575423347731,137.1447,152.24612792022
Israel,walking,2021-08-23,180.78,177.8956959,168.192172066832,170.124686794114,144.443053955569,151.085845951913,172,109.639423252651,179.595552960082,122.047122298273,161.5529572,270.236079730989,148.267389669189,180.26884044774,106.6323259,175.3180419,166.752939716918,153.109741615848,250.928299300378,130.244995367512,178.766079672168,152.92087946369,187.18735777932,153.561015008063,159.311206191836,162.0690001,164.266517992707,134.6566,150.98351890344
Israel,walking,2021-08-24,183.47,179.8741912,152.455280881517,171.1454932999,145.563740994343,165.03587479116,177,109.669917071609,181.231147804701,123.212222469341,162.1713209,266.057442308396,147.374047914552,182.267711625475,104.8427409,175.3175025,167.648056665889,155.927095422853,255.512937083655,125.2707850888,179.957598348698,152.259891972285,176.320793160183,153.561015008063,162.975681027697,161.9204209,164.611128626175,132.1685,152.460124363314
Israel,walking,2021-08-25,184,181.8544626,167.380487426391,171.34601320416,145.929151309497,168.721944415791,183,109.71827321196,180.39738914536,122.948017142452,164.02865,263.171288784779,151.070972829961,195.984722101491,103.0531559,175.0302868,168.674419506824,158.744449229858,249.091153017296,128.838483042115,196.695692615869,152.140363869888,174.708228155741,153.561015008063,174.089390014532,162.4705372,164.766332389503,129.6805,153.575039288483
Israel,walking,2021-08-26,212.64,198.0970626,155.378467005804,174.124733188683,148.193056927401,170.198134701417,186,109.940471457574,189.802905389485,125.17274380731,164.6890342,276.21837355136,166.121709440628,233.334182343789,101.2635709,175.6956024,171.683650391425,161.561803036863,337.436639822207,135.889265125212,160.408985041017,165.588268929198,187.186873966037,153.561015008063,188.303211746739,163.9351454,164.728380321204,145.5688,155.457855201404
Israel,walking,2021-08-27,138.61,138.8614809,166.975779193728,180.69129722893,141.853718618805,173.872684695002,204,109.472624308451,153.223091840799,132.72507228092,168.9743993,240.009099329256,132.783271267013,202.338837643983,99.47398591,175.6947934,176.626677130065,164.379156843868,233.219686625373,127.74538620202,136.957862114475,137.491742333549,159.201951737738,135.67550629811,177.783208386825,163.3216838,165.674661417552,143.0807,166.116920252509
Israel,walking,2021-08-28,142.84,139.1978967,166.821910905241,184.052530959193,157.618133762131,187.246678501726,141,109.72372785409,150.41910684066,135.681503144147,144.9663006,230.281566535721,132.518150743981,174.67857273232,97.6844009,175.4504578,181.627709332812,167.196510650873,193.751985653711,123.655657619048,159.451102601637,142.418307921624,158.32178112346,135.67550629811,167.765649211151,163.2793192,166.437502509574,140.5926,169.336561707172
Israel,walking,2021-08-29,172.98,178.0942726,172.478698754187,168.015322720471,155.268114961032,153.679997952977,137,109.157330285403,177.950023998598,118.736871252854,141.2684132,243.350626118055,146.953813242566,174.362899077516,95.8948159,175.4245679,157.959550050234,150.292387808843,215.468285148051,129.881401994496,175.223039726935,154.65900237968,182.345458335956,153.561015008063,162.021604258958,163.9534285,165.649286852671,138.1046,150.63310389727
Israel,walking,2021-08-30,175.1,177.8956959,166.93099667049,170.124686794114,142.510097460228,155.764190512309,172,109.083827192144,178.156374790555,120.105851183372,161.5529572,238.382902372763,149.193223236243,156.514982856229,106.6323259,175.3180419,159.097738161701,153.109741615848,283.171318606893,131.539840113543,179.281713108874,153.346115973251,185.514753346299,153.561015008063,160.990277033302,162.8722543,165.563259717037,135.6165,148.706971440611
Israel,walking,2021-08-31,169.37,179.8741912,157.671161138284,171.1454932999,143.370494805726,172.272656844557,177,108.94380105689,180.577243187975,121.27095135444,162.1713209,230.209400117279,147.953326033351,131.208894263267,104.8427409,175.3175025,160.078454988798,155.927095422853,266.848024180988,131.156803080253,183.972530545185,152.675174573007,175.37627427229,153.561015008063,162.223184559318,162.4374871,165.618739009418,133.1285,151.592717799212
Israel,walking,2021-09-01,162.36,181.8544626,168.803647639212,166.142985347081,143.468995562583,174.710183435758,183,106.695791018492,181.707635129969,122.300926770819,164.02865,222.703306659615,151.374839245962,107.754238795254,103.0531559,175.0302868,129.359406820129,169.24416976286,211.336079348619,128.760106627872,200.179972926037,151.858943611012,175.898666350643,153.561015008063,170.896703463306,162.6459558,165.737495734309,139.0645,131.71692525316
Italy,driving,2021-08-18,213.48,213.3001361,214.138915122817,199.273261941998,160.480530855702,179.301127703661,207,93.890555266726,209.453018226407,167.10125554438,182.4319127,246.901368362788,225.602502448245,222.503256303356,119.859863,188.6991167,210.947702835237,195.084399222858,196.144470868328,133.404975527367,196.139959511699,209.60414899319,223.452013655199,213.525902175797,215.391698084903,210.7858006,194.610648043559,127.2385,164.235092035818
Italy,driving,2021-08-19,210.41,215.92927,214.369772728199,202.051981926521,163.610847381008,184.975809425317,207,93.9758795148463,212.958703477103,169.60569965008,182.4319127,245.778008862822,227.558540914321,229.375303007026,115.0764001,188.6827951,214.064230556347,197.901753029863,206.523913105791,134.574550632068,214.438054604571,210.356641277479,217.603367343479,213.525902175797,215.594013402419,210.0973052,194.071572672699,119.285,168.398228992781
Italy,driving,2021-08-20,221.85,224.7499938,215.280581957258,208.618545966769,173.109015837486,188.633163038499,209,93.9003378481796,234.509375908972,177.437745564533,182.9929724,252.658642663874,235.808820342854,246.222357014116,116.7914381,189.04595,233.46616679524,200.719106836868,230.629058197306,143.224608318182,233.37406471697,216.578743524151,232.387344978111,221.913215517393,225.730018315672,210.4118112,197.318504020077,120.6434,187.224435696545
Italy,driving,2021-08-21,246.7,238.1001031,216.242375941763,211.979779697031,175.055623943469,190.209252160494,225,95.7380223914357,249.882648474428,180.673893868603,188.5544443,251.207965161268,242.268637897885,251.744440645039,118.5064762,192.4857206,235.927238743824,203.536460643873,218.337830710398,137.718848311594,225.424647145295,223.20503583819,247.727149597575,221.913215517393,230.933158063382,211.2142241,199.882552165772,122.0018,192.191574464203
Italy,driving,2021-08-22,218.15,220.4132567,216.554617548592,195.942571458309,158.94816508457,197.35527587367,238,94.1415523218639,230.491739131435,164.008979418152,195.641177,245.430441332213,226.446003429292,244.164337872253,120.2215142,193.1385833,220.576110256223,186.632337801843,207.082228421741,135.813947089372,206.503802525537,210.123310641607,229.965388108288,213.525902175797,217.213952384488,213.7826427,199.800246585144,122.9664,172.806080116457
Italy,driving,2021-08-23,202.87,215.3751479,221.579948708606,198.051935531952,162.176554939799,205.71549734511,228,93.8961285645539,214.78312668235,165.657676789513,181.9512585,242.654897771901,223.502107283448,235.133200363066,109.931286,190.6577049,222.168696112237,189.449691608848,180.718909766146,136.460340391261,200.234027115602,208.205600390724,215.876517522457,213.525902175797,217.73965656847,214.3066487,188.446593003611,124.3248,175.118205977569
Italy,driving,2021-08-24,185.45,215.2842221,216.719548742547,199.072742037738,164.281588399948,188.071046376447,216,93.7495925996416,213.033094516257,167.102494401424,180.9809153,244.379992661662,228.686770141979,238.159656652744,111.646324,188.1972284,222.880198282505,192.267045415853,190.658696831987,136.605996391261,202.034245856075,207.276824381238,222.982869084144,213.525902175797,220.064401854425,216.1804052,187.470817851127,125.6832,176.231543329586
Italy,driving,2021-08-25,188.25,213.3001361,217.805879511956,199.273261941998,165.737745424903,180.631992845683,210,93.7729225822067,216.949537271782,171.034050687175,180.8033697,246.373666602916,230.054968878922,247.126844236564,113.3613621,188.6991167,223.715419703197,195.084399222858,189.553701127439,136.877208391261,207.334959253362,208.307147728221,236.668427683418,213.525902175797,219.703196500888,214.4170564,184.971948991207,127.0416,177.214082215949
Italy,driving,2021-08-26,188.91,215.92927,197.726712417365,202.051981926521,169.231350270606,186.438928787132,207,93.7060171607584,221.895403806887,173.538494792875,182.4319127,245.272785185538,232.016481604479,271.065260165163,115.0764001,188.6827951,226.823730461036,197.901753029863,193.471137075367,137.992096696206,226.518449768162,209.834505234922,226.35151756501,213.525902175797,220.922113556323,213.0977356,187.802231035912,119.0881,181.473173231621
Italy,driving,2021-08-27,205.38,224.7499938,198.985709620064,208.618545966769,179.158121753004,190.249757952841,209,93.7098311958461,243.284377123087,181.370540707328,182.9929724,252.176644813665,240.265010762261,281.048449546103,116.7914381,189.04595,231.673369053936,200.719106836868,224.847602212414,147.103602131465,252.042402087788,216.663721448201,241.633711946666,221.913215517393,228.815058342096,212.467793,192.918917014736,120.4465,191.082624671714
Italy,driving,2021-08-28,224.59,238.1001031,199.395131907427,211.979779697031,181.621897740644,191.876207714812,225,96.0371241680694,267.013549833578,184.606689011398,188.5544443,250.749965756706,246.805677805464,250.57713173129,118.5064762,192.4857206,236.722872667361,203.536460643873,223.712639567177,134.507518255262,243.31263600865,223.437354613386,262.538984390427,221.913215517393,229.298576379484,212.2411743,197.701055506831,121.8049,196.137809569239
Italy,driving,2021-08-29,208.11,222.0618326,198.985709620064,195.942571458309,164.657192737048,199.167941272226,238,94.0243186425472,234.933341996807,167.941774560947,195.641177,244.99723869341,231.003173538153,209.353618516315,120.2215142,193.1385833,221.369504741091,186.632337801843,204.970925642979,134.502274760312,219.519615451278,210.092095589602,229.845591318433,213.525902175797,213.786678828596,211.6339185,203.381268556033,123.1633,177.207505405712
Italy,driving,2021-08-30,177.7,220.2903429,201.523882067535,198.051935531952,167.233336128525,207.133646335245,228,93.6171158085391,223.296808422627,169.590471932308,181.9512585,242.247316775479,228.105150097133,164.77729651984,109.931286,190.6577049,222.895934025569,189.449691608848,177.086644383575,136.824014458111,213.775074613674,208.271686179123,218.647169149282,213.525902175797,215.089633977116,211.7299195,184.205284080304,124.5217,179.473133629358
Italy,driving,2021-08-31,170.66,218.0476428,195.820803926808,199.072742037738,168.595127513535,219.696561784096,216,93.6533688787146,218.06140082878,171.035289544218,180.9809153,243.998885624172,233.308706438023,134.06609372504,111.646324,188.1972284,223.634333630881,192.267045415853,183.250349551823,137.936589696206,209.157427103675,207.347303973054,219.575939543035,213.525902175797,219.07140548071,211.5653016,188.29261020448,125.8801,180.857938348742
Italy,driving,2021-09-01,171.62,218.8035797,196.056995384334,194.07023408492,169.197343120617,211.825790479982,210,93.4157697255043,214.867775711388,172.34498240144,180.8033697,246.019914193636,234.668431167963,103.479445450514,113.3613621,188.6991167,190.600918961444,205.58411975586,192.990460109461,133.001286365079,208.120309994847,208.443529901656,221.409168086941,213.525902175797,221.53600860115,211.4548127,184.863716395751,123.3602,156.438679102781
